Core Project Number,Affilation,Authors ,	Country,	ISSN,Journal Issue,Journal (Link to PubMed abstract) ,Journal Title ABBR,Journal Volume,Language,Page Number,PMC ID,PMID,PUB Date,Title (Link to full-text in PubMed Central) ,PUB Year,Related Publications in PubMed,Related Publications in Google Scholar,Articles Citing from PubMed Central,Articles Citing from Google Scholar,Clinical Trials cited
U54DK107967,"Centre of New Technologies, University of Warsaw, Banacha 2c, 02-097 Warsaw, Poland; Department of Physical Chemistry, Faculty of Pharmacy, Medical University of Warsaw, Banacha 1, 02-097 Warsaw, Poland.","Lazniewski, Michal; Dawson, Wayne K; Rusek, Anna Maria; Plewczynski, Dariusz","England",1096-3634,"","Seminars in cell & developmental biology.","Semin Cell Dev Biol",,eng,"",,30096365,2018 Oct 11;,"One protein to rule them all: The role of CCCTC-binding factor in shaping human genome in health and disease.",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30096365&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30096365' target='_blank'>Related, Google Scholar</a>",," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30096365' target='_blank'>Cited By, Google</a>",
U54DK107967,"Centre for Innovative Research, Medical University of Bialystok, Bia?ystok, Poland. p.szalaj@cent.uw.edu.pl.","Szalaj, Przemyslaw; Plewczynski, Dariusz","Netherlands",1573-6822,"5","Cell biology and toxicology.","Cell Biol Toxicol",34,eng,"381-404",6133016,29568981,2018 Oct;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6133016/' target='_blank'>Three-dimensional organization and dynamics of the genome.</a>",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=29568981&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/29568981' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6133016&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/29568981' target='_blank'>Cited By, Google</a>",
U54DK107965,"Oncode Institute and Division of Gene Regulation, Netherlands Cancer Institute, Amsterdam, the Netherlands.","van Steensel, Bas","England",1469-3178,"10","EMBO reports.","EMBO Rep",19,eng,"",6172453,30158143,2018 Oct;,"Scientific honesty and publicly shared lab notebooks: Sharing lab notebooks along with publication would increase transparency and help to improve honesty when reporting results.",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30158143&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30158143' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6172453&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30158143' target='_blank'>Cited By, Google</a>",
U01CA200060,"Salk Institute for Biological Studies, La Jolla, CA, USA. jedixon@salk.edu.","Dixon, Jesse R; Xu, Jie; Dileep, Vishnu; Zhan, Ye; Song, Fan; Le, Victoria T; Yard?mc?, Galip Gürkan; Chakraborty, Abhijit; Bann, Darrin V; Wang, Yanli; Clark, Royden; Zhang, Lijun; Yang, Hongbo; Liu, Tingting; Iyyanki, Sriranga; An, Lin; Pool, Christopher; Sasaki, Takayo; Rivera-Mulia, Juan Carlos; Ozadam, Hakan; Lajoie, Bryan R; Kaul, Rajinder; Buckley, Michael; Lee, Kristen; Diegel, Morgan; Pezic, Dubravka; Ernst, Christina; Hadjur, Suzana; Odom, Duncan T; Stamatoyannopoulos, John A; Broach, James R; Hardison, Ross C; Ay, Ferhat; Noble, William Stafford; Dekker, Job; Gilbert, David M; Yue, Feng","United States",1546-1718,"10","Nature genetics.","Nat Genet",50,eng,"1388-1398",6301019,30202056,2018 Oct;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6301019/' target='_blank'>Integrative detection and analysis of structural variation in cancer genomes.</a>",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30202056&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30202056' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6301019&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30202056' target='_blank'>Cited By, Google</a>",
U54DK107965,"Salk Institute for Biological Studies, La Jolla, CA, USA. jedixon@salk.edu.","Dixon, Jesse R; Xu, Jie; Dileep, Vishnu; Zhan, Ye; Song, Fan; Le, Victoria T; Yard?mc?, Galip Gürkan; Chakraborty, Abhijit; Bann, Darrin V; Wang, Yanli; Clark, Royden; Zhang, Lijun; Yang, Hongbo; Liu, Tingting; Iyyanki, Sriranga; An, Lin; Pool, Christopher; Sasaki, Takayo; Rivera-Mulia, Juan Carlos; Ozadam, Hakan; Lajoie, Bryan R; Kaul, Rajinder; Buckley, Michael; Lee, Kristen; Diegel, Morgan; Pezic, Dubravka; Ernst, Christina; Hadjur, Suzana; Odom, Duncan T; Stamatoyannopoulos, John A; Broach, James R; Hardison, Ross C; Ay, Ferhat; Noble, William Stafford; Dekker, Job; Gilbert, David M; Yue, Feng","United States",1546-1718,"10","Nature genetics.","Nat Genet",50,eng,"1388-1398",6301019,30202056,2018 Oct;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6301019/' target='_blank'>Integrative detection and analysis of structural variation in cancer genomes.</a>",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30202056&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30202056' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6301019&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30202056' target='_blank'>Cited By, Google</a>",
U54DK107980,"Salk Institute for Biological Studies, La Jolla, CA, USA. jedixon@salk.edu.","Dixon, Jesse R; Xu, Jie; Dileep, Vishnu; Zhan, Ye; Song, Fan; Le, Victoria T; Yard?mc?, Galip Gürkan; Chakraborty, Abhijit; Bann, Darrin V; Wang, Yanli; Clark, Royden; Zhang, Lijun; Yang, Hongbo; Liu, Tingting; Iyyanki, Sriranga; An, Lin; Pool, Christopher; Sasaki, Takayo; Rivera-Mulia, Juan Carlos; Ozadam, Hakan; Lajoie, Bryan R; Kaul, Rajinder; Buckley, Michael; Lee, Kristen; Diegel, Morgan; Pezic, Dubravka; Ernst, Christina; Hadjur, Suzana; Odom, Duncan T; Stamatoyannopoulos, John A; Broach, James R; Hardison, Ross C; Ay, Ferhat; Noble, William Stafford; Dekker, Job; Gilbert, David M; Yue, Feng","United States",1546-1718,"10","Nature genetics.","Nat Genet",50,eng,"1388-1398",6301019,30202056,2018 Oct;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6301019/' target='_blank'>Integrative detection and analysis of structural variation in cancer genomes.</a>",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30202056&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30202056' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6301019&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30202056' target='_blank'>Cited By, Google</a>",
U01EB021223,"European Molecular Biology Laboratory (EMBL), Genome Biology Unit, Meyerhofstrasse 1, Heidelberg 69117, Germany. Electronic address: aleksandra.pekowska@embl.de.","P?kowska, Aleksandra; Klaus, Bernd; Xiang, Wanqing; Severino, Jacqueline; Daigle, Nathalie; Klein, Felix A; Ole?, Ma?gorzata; Casellas, Rafael; Ellenberg, Jan; Steinmetz, Lars M; Bertone, Paul; Huber, Wolfgang","United States",2405-4712,"5","Cell systems.","Cell Syst",7,eng,"482-495.e10",6327227,30414923,2018 Nov 28;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6327227/' target='_blank'>Gain of CTCF-Anchored Chromatin Loops Marks the Exit from Naive Pluripotency.</a>",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30414923&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30414923' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6327227&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30414923' target='_blank'>Cited By, Google</a>",
U01EB021240,"Department of Bioengineering, Stanford University, Stanford, CA 94305, USA.","Wang, Haifeng; Xu, Xiaoshu; Nguyen, Cindy M; Liu, Yanxia; Gao, Yuchen; Lin, Xueqiu; Daley, Timothy; Kipniss, Nathan H; La Russa, Marie; Qi, Lei S","United States",1097-4172,"5","Cell.","Cell",175,eng,"1405-1417.e14",6239909,30318144,2018 Nov 15;,"CRISPR-Mediated Programmable 3D Genome Positioning and Nuclear Organization.",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30318144&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30318144' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6239909&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30318144' target='_blank'>Cited By, Google</a>",
U01HL129998,"Department of Bioengineering, University of Pennsylvania, Philadelphia Pennsylvania, USA.","Rouhanifard, Sara H; Mellis, Ian A; Dunagin, Margaret; Bayatpour, Sareh; Jiang, Connie L; Dardani, Ian; Symmons, Orsolya; Emert, Benjamin; Torre, Eduardo; Cote, Allison; Sullivan, Alessandra; Stamatoyannopoulos, John A; Raj, Arjun","United States",1546-1696,"","Nature biotechnology.","Nat Biotechnol",,eng,"",,30418432,2018 Nov 12;,"ClampFISH detects individual nucleic acid molecules using click chemistry-based amplification.",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30418432&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30418432' target='_blank'>Related, Google Scholar</a>",," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30418432' target='_blank'>Cited By, Google</a>",
U01CA200060,"Department of Neuroscience, Washington University School of Medicine, St. Louis, MO 63110, USA; Division of Biology and Biomedical Sciences, Washington University School of Medicine, St. Louis, MO 63110, USA.","Cheng, Cheng; Deng, Pan-Yue; Ikeuchi, Yoshiho; Yuede, Carla; Li, Daofeng; Rensing, Nicholas; Huang, Ju; Baldridge, Dustin; Maloney, Susan E; Dougherty, Joseph D; Constantino, John; Jahani-Asl, Arezu; Wong, Michael; Wozniak, David F; Wang, Ting; Klyachko, Vitaly A; Bonni, Azad","United States",2211-1247,"6","Cell reports.","Cell Rep",25,eng,"1404-1414.e6",6261530,30403997,2018 Nov 06;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6261530/' target='_blank'>Characterization of a Mouse Model of Börjeson-Forssman-Lehmann Syndrome.</a>",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30403997&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30403997' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6261530&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30403997' target='_blank'>Cited By, Google</a>",
U54DK107965,"Department of Cell and Developmental Biology, University of Illinois at Urbana-Champaign, Urbana, IL.","Chen, Yu; Zhang, Yang; Wang, Yuchuan; Zhang, Liguo; Brinkman, Eva K; Adam, Stephen A; Goldman, Robert; van Steensel, Bas; Ma, Jian; Belmont, Andrew S","United States",1540-8140,"11","The Journal of cell biology.","J Cell Biol",217,eng,"4025-4048",6219710,30154186,2018 Nov 05;,"Mapping 3D genome organization relative to nuclear compartments using TSA-Seq as a cytological ruler.",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30154186&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30154186' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6219710&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30154186' target='_blank'>Cited By, Google</a>",
U01CA200060,"Department of Mathematics, Washington University in St. Louis, Saint Louis, MO 63130, USA.","Dai, Xiaoyu; Lin, Nan; Li, Daofeng; Wang, Ting","United States",1541-0420,"","Biometrics.","Biometrics",,eng,"",,30387496,2018 Nov 02;,"A non-randomized procedure for large-scale heterogeneous multiple discrete testing based on randomized tests.",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30387496&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30387496' target='_blank'>Related, Google Scholar</a>",," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30387496' target='_blank'>Cited By, Google</a>",
U01EB021240,"Department of Bioengineering, Stanford University, Stanford, CA 94305, USA; Department of Chemical and Systems Biology, Stanford University, Stanford, CA 94305, USA; Stanford ChEM-H, Stanford University, Stanford, CA 94305, USA.","Liu, Yanxia; Yu, Chen; Daley, Timothy Patrick; Wang, Fangyuan; Cao, William S; Bhate, Salil; Lin, Xueqiu; Still 2nd, Chris; Liu, Honglei; Zhao, Dehua; Wang, Haifeng; Xie, Xinmin S; Ding, Sheng; Wong, Wing Hung; Wernig, Marius; Qi, Lei S","United States",1875-9777,"5","Cell stem cell.","Cell Stem Cell",23,eng,"758-771.e8",6214761,30318302,2018 Nov 01;,"CRISPR Activation Screens Systematically Identify Factors that Drive Neuronal Fate and Reprogramming.",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30318302&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30318302' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6214761&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30318302' target='_blank'>Cited By, Google</a>",
U01DA040588,"Department of Biochemistry and Molecular Pharmacology, University of Massachusetts Medical School, Worcester, MA, USA. mahh@shanghaitech.edu.cn.","Ma, Hanhui; Tu, Li-Chun; Naseri, Ardalan; Chung, Yu-Chieh; Grunwald, David; Zhang, Shaojie; Pederson, Thoru","United States",1548-7105,"11","Nature methods.","Nat Methods",15,eng,"928-931",6252086,30377374,2018 Nov;,"CRISPR-Sirius: RNA scaffolds for signal amplification in genome imaging.",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30377374&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30377374' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6252086&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30377374' target='_blank'>Cited By, Google</a>",
U01EB021238,"Department of Biochemistry and Molecular Pharmacology, University of Massachusetts Medical School, Worcester, MA, USA. mahh@shanghaitech.edu.cn.","Ma, Hanhui; Tu, Li-Chun; Naseri, Ardalan; Chung, Yu-Chieh; Grunwald, David; Zhang, Shaojie; Pederson, Thoru","United States",1548-7105,"11","Nature methods.","Nat Methods",15,eng,"928-931",6252086,30377374,2018 Nov;,"CRISPR-Sirius: RNA scaffolds for signal amplification in genome imaging.",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30377374&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/30377374' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6252086&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/30377374' target='_blank'>Cited By, Google</a>",
U54DK107967,"Lymphocyte Nuclear Biology, NIAMS, NIH, Bethesda, MD 20892, USA.","Vian, Laura; P?kowska, Aleksandra; Rao, Suhas S P; Kieffer-Kwon, Kyong-Rim; Jung, Seolkyoung; Baranello, Laura; Huang, Su-Chen; El Khattabi, Laila; Dose, Marei; Pruett, Nathanael; Sanborn, Adrian L; Canela, Andres; Maman, Yaakov; Oksanen, Anna; Resch, Wolfgang; Li, Xingwang; Lee, Byoungkoo; Kovalchuk, Alexander L; Tang, Zhonghui; Nelson, Steevenson; Di Pierro, Michele; Cheng, Ryan R; Machol, Ido; St Hilaire, Brian Glenn; Durand, Neva C; Shamim, Muhammad S; Stamenova, Elena K; Onuchic, José N; Ruan, Yijun; Nussenzweig, Andre; Levens, David; Aiden, Erez Lieberman; Casellas, Rafael","United States",1097-4172,"5","Cell.","Cell",173,eng,"1165-1178.e20",6065110,29706548,2018 May 17;,"The Energetics and Physiological Impact of Cohesin Extrusion.",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=29706548&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/29706548' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6065110&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/29706548' target='_blank'>Cited By, Google</a>",
U01EB021237,"","Gustavsson, Anna-Karin; Petrov, Petar N; Moerner, W E","United States",1094-4087,"10","Optics express.","Opt Express",26,eng,"13122-13147",6005674,29801343,2018 May 14;,"Light sheet approaches for improved precision in 3D localization-based super-resolution imaging in mammalian cells [Invited].",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=29801343&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/29801343' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=6005674&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/29801343' target='_blank'>Cited By, Google</a>",
U54DK107980,"Department of Physics, Massachusetts Institute of Technology, 77 Massachusetts Avenue, Cambridge, MA, 02139, USA.","Andrews, J O; Conway, W; Cho, W -K; Narayanan, A; Spille, J -H; Jayanth, N; Inoue, T; Mullen, S; Thaler, J; Cissé, I I","England",2045-2322,"1","Scientific reports.","Sci Rep",8,eng,"7424",5943247,29743503,2018 May 09;,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5943247/' target='_blank'>qSR: a quantitative super-resolution analysis tool reveals the cell-cycle dependent organization of RNA Polymerase I in live human cells.</a>",2018,"<a href='https://www.ncbi.nlm.nih.gov/pubmed?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=29743503&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed' target='_blank'>Related, PubMed</a> "," <a href='https://scholar.google.com/scholar?q=related:https://www.ncbi.nlm.nih.gov/pubmed/29743503' target='_blank'>Related, Google Scholar</a>","<a href='http://www.pubmedcentral.nih.gov/tocrender.fcgi?artid=5943247&action=cited' target='_blank'>Cited By, PMC</a> "," <a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://www.ncbi.nlm.nih.gov/pubmed/29743503' target='_blank'>Cited By, Google</a>",
